Петя, и узнал расписание, позвонил в деканат.	0	Expert	Syntax	Rusgram
Он был переизбран президентом Генерального совета после перерыва в августе 1876 года.	1	Machine	0	WikiMatrix
Да, Михаил Александрович никуда не мог позвонить, и совершенно напрасно возмущались и кричали Денискин, Глухарев и Квант с Бескудниковым.	1	Expert	0	Paducheva2004
Он увидел телегу и понял, что ее сломали и после починили.	1	Expert	0	Paducheva2004
И под селом Вязовое атаковали отряд антоновцев — сабель в 250, ни одного пулемета, огонь их винтовочный.	1	Expert	0	Seliverstova
Он решил задачу прямым перебором.	1	Expert	0	Paducheva2004
Уже намёкнуто было, что Чикобава — агент американского империализма.	1	Expert	0	Testelets
Аналитики утверждают, что в наступившем году на рынке ценных бумаг можно ожидать значительных изменений.	1	Expert	0	USE5
На улицах Варшавы можно встретить смешение архитектуры от гигантских представителей модерна и до Старого города, с ярким запахом королевской эпохи.	0	Natural	Lexis	CoRST
Я прослушал все записи, сделанные до меня и просто потом добавил в них больше чувств.	1	Machine	0	WikiMatrix
Как выяснилось впоследствии, подлодку заметили с гидроплана.	1	Expert	0	Paducheva1996
Канада продолжит поддерживать ОИС путем предоставления технической помощи развивающимся странам.	1	Machine	0	YandexCorpus
Изумительный мы посмотрели французский фильм.	1	Expert	0	Lutikova
Надежда, данная словом, расцветает в душе человека, он находит в себе силы жить дальше, помогает не останавливаться на достигнутом.	0	Natural	Syntax	CoRST
Он взял за поручень.	0	Expert	Semantics	Seliverstova
Сейчас она старше своей матери.	1	Machine	0	Tatoeba
Я не смогу сейчас уделить тебе времени.	1	Expert	0	Paducheva2004
Иван перестал ходить на лыжах.	1	Expert	0	Paducheva2004
Я вбежал туда и увидел, что мама стояла посреди кухни и закрыла лицо руками.	0	Natural	Syntax	Tseitlin
Лыжники вышли из охотничьего домика и невольно зажмурились от нетерпимого блеска, которым была залита поляна.	0	Expert	Lexis	USE5
Дюшен послал свою диссертацию в Институт Пастера, но не получил ответа.	1	Expert	0	Paducheva2013
Ты знаешь, что здесь происходит?	1	Machine	0	Tatoeba
Я приняла его в свою палатку.	0	Expert	Semantics	Seliverstova
Они не встречали какого-либо сопротивления на своем пути.	1	Expert	0	Paducheva2013
Ни одного депутата не прошло в парламент.	0	Machine	Syntax	WikiMatrix
Вот Вам и случайность, положившая начало крепкой дружбе, благодаря которой в моей жизни появился очень важный человек.	0	Natural	Syntax	CoRST
Так что же мы называем допингом и какие причины их запрета?	0	Natural	Syntax	CoRST
Это сейчас зависит от Иванова.	1	Expert	0	Paducheva1996
Абрикосовая дала обильную желтую пену, и в воздухе запахло парикмахерской.	1	Expert	0	Seliverstova
Дедушка, рассказав историю своей жизни, с горечью отметил, что мы, к сожалению, не всегда понимаем и доверяем друг другу.	0	Expert	Syntax	USE8
Вы думаете, именно это сломило его упорство?	1	Expert	0	Paducheva1996
Великий землетрясение Канто поразило Японию в 1923 году.	0	Machine	Syntax	WikiMatrix
Так они и дадут тебе эту премию!	1	Expert	0	Paducheva2013
Однако, как правило, всё не так красочно поначалу, начинающему фрилансеру приходится прикладывать огромный усилия, много работать для достижения желаемого результата на бирже фриланса.	0	Natural	Syntax	CoRST
Я, Михайлова Аня, очень хочу скорее стать пионером.	0	Natural	Morphology	Tseitlin
Но в силу того, что всё понять с первого раза невозможно, то остаётся только заучивание.	0	Natural	Syntax	CoRST
Я думаю, погода изменится.	1	Expert	0	Paducheva1996
Иван отправляет письмо знакомым.	1	Expert	0	Testelets
Ljungbyhed AFB расположена в округе Скан (Скания на английском языке), а Skane также является популярным видом Akvavit в типичном Scanian Smorgasbord.	0	Machine	Hallucination	WikiMatrix
Журналисты впервые за год провели проверку на использовании презервативов перед упаковкой, как лекарственное средство.	0	Machine	Syntax	WikiMatrix
Связь между его содержанием, с одной стороны, и объективными чертами страны и ее политики, с другой, носят весьма опосредованный и условный характер.	0	Natural	Morphology	CoRST
Суд ЕС назвал недействительными все вопросы об одностороннем праве страны выйти из Еврозоны, в отсутствии какого-либо решения.	1	Machine	0	WikiMatrix
Он поселился вдали от какого бы то ни было жилья.	1	Expert	0	Paducheva2013
Ресторан «Эгон» также предлагает обед и ужин.	1	Machine	0	YandexCorpus
У нас завтра будет что-то.	0	Machine	Syntax	TED
Стас, например, выучился на парикмахера и очень хорошо стрижет.	1	Expert	0	USE7
Он отрастил небольшую бородку, и суровое выражение не сходило с его лица даже в минуты довольства.	1	Expert	0	USE5
Слишком поздно выяснилось, что он здесь.	1	Expert	0	Paducheva1996
Очень каким мальчиком он оказался?	0	Expert	Syntax	Testelets
По приезду они становятся дворниками, водителями, строителями.	0	Natural	Morphology	CoRST
В его словах есть правда.	1	Expert	0	Seliverstova
Разожженное лицо морозом горело.	0	Natural	Syntax	Tseitlin
Помещики продавали мёртвые души крестьян Чичикову, видевшего выгоду в приобретении такого товара.	0	Expert	Syntax	USE8
За забором я увидел мальчика.	1	Expert	0	Testelets
Издали все ведь кажется или хуже или лучше, но во всяком случае иначе, нежели вблизи.	1	Expert	0	Seliverstova
Тринадцатый по величине медицинский вуз мира основан королем Англии Яковом I.	1	Machine	0	WikiMatrix
Совершив многокилометровый марш по территории противника в Сирии и Ираке, отряд Минобороны РФ вышел к границе Киргизии.	1	Machine	0	WikiMatrix
Надо скорей идти домой уроки доучить.	0	Natural	Morphology	Tseitlin
Я протянул ему ложку, которую Сев выразил желание держать самому.	0	Expert	Syntax	Lutikova
От длинных перечислений я утомился.	1	Expert	0	Paducheva2004
И. С. Тургенев подвергает Базарова самому сложному испытанию – «испытанию любовью» – и этим раскрыл истинную сущность своего героя.	0	Expert	Syntax	USE8
Никакого виновника не найдется.	1	Expert	0	Paducheva2013
Там, где домашний завершает гонку, она менее важна, чем помощь, которую он дает.	0	Machine	Hallucination	WikiMatrix
Только что мне сообщили, что оргкомитет, к сожалению, отклонил мой доклад.	1	Expert	0	Paducheva1996
Впрочем, с каждой книгой так: хочется донести наконец этот груз, сбросить с плеч.	1	Expert	0	USE7
Только ты можешь дать мне горе.	0	Expert	Semantics	Seliverstova
Я не обвиняю его в жульничестве.	1	Expert	0	Paducheva2013
Он пьет стакан вина.	0	Expert	Semantics	Paducheva1996
Русской физиологической наукой накоплен огромный фактический материал, основанный на экспериментальном изучении функций центральной нервной системы человека и животных.	1	Expert	0	USE5
Автор говорит не только о ее внешней красоте, а и о внутренней.	0	Natural	Syntax	Tseitlin
Белая молния озарила лесника; трескучий и короткий удар грома раздался тотчас вслед за нею, дождик хлынул с удвоенной силой.	1	Expert	0	USE5
Особенно на меня сильное впечатление произвел дневник Тани Савичевон.	0	Natural	Syntax	Tseitlin
Так вы полагаете, что он имеет большое влияние на Анну Сергеевну.	1	Expert	0	Seliverstova
Школьник хочет посещать бассейн и иногда видится с друзьями, но не может себе этого позволить из-за объема домашней работы.	0	Natural	Morphology	CoRST
Я считаю, что Маша очень мила.	1	Expert	0	Paducheva1996
Важное сведение, по-видимому, действительно произвело на путешественника сильное впечатление.	1	Expert	0	Paducheva1996
Численность обильно, довольно кратковременно, рассеянно.	0	Machine	Hallucination	WikiMatrix
Если разыскиваемых поймают, это хорошо.	1	Expert	0	Rusgram
Начальник заставлял его работать больному.	0	Expert	Syntax	Lutikova
Можно читать слово про себя.	1	Expert	0	Testelets
Почему вы не хотите принять эти деньги?	1	Expert	0	Seliverstova
А ведь вам кто-то тогда помог, рискуя головой.	1	Expert	0	Paducheva2004
В первом же сражении он обнаружил свою отчаянную храбрость.	1	Expert	0	Paducheva2004
Это некоторые из областей, на которых мы работаем сегодня, что я не имею времени, чтобы перейти в деталях.	0	Machine	Syntax	TED
Я не видела, плакал он или нет.	1	Expert	0	Paducheva2004
Я таких людей презираю и гнушаюсь ими.	1	Expert	0	Testelets
Любой знает, что волки жадны.	1	Expert	0	Seliverstova
В детстве и отрочестве разговоры о гербах меня раздражали.	1	Expert	0	Paducheva1996
В последнее время в зоопсихологии появились достаточно много работ, которые убеждают нас втом, что личностные поведенческие признаки обнаруживаются у самых разных животных.	0	Expert	Syntax	USE8
Теперь, мой второй пример – для немного более молодой толпы.	0	Machine	Lexis	TED
Торговля реальными деньгами на виртуальном рынке выросла, чтобы стать многомиллионной индустрией долларов.	0	Machine	Semantics	WikiMatrix
Том не использует солнцезащитный крем.	1	Machine	0	Tatoeba
Я взял тебе место в мягком вагоне.	1	Expert	0	Seliverstova
Я этого не понимал.	1	Expert	0	Paducheva2013
Молчалину, наверно, удастся выйти из воды сухим.	0	Natural	Lexis	Tseitlin
Он должен был помочь ей, но если он одолжит ей свой компьютер, она может прочитать его книги.	1	Machine	0	YandexCorpus
Проследи, чтобы они к 10 часам вечера уже не выпили все шампанское.	1	Expert	0	Paducheva2013
Его удивляли ее глаза, скромность, почти детская доверчивость.	0	Natural	Syntax	Tseitlin
Парламент Пара входит в штат Пентагона, какие власти уходят на территорию.	0	Machine	Hallucination	WikiMatrix
Дачу отдадите Клаве, а квартиру себе берите.	1	Expert	0	Paducheva1996
Иван не пошел на концерт.	1	Expert	0	Paducheva2013
Также он мог оскорблять, предать кого-либо, даже свою жену - не с какой-то большой целью, а просто ради удобства в разговоре...	1	Machine	0	YandexCorpus
"The Beatles заявили о ""американским ответе"" на ее песню."	1	Machine	0	WikiMatrix
Сегодня отец еще не был дома.	1	Expert	0	Paducheva2013
Иван знает, что она приехала.	1	Expert	0	Paducheva2004
Где-то в лесу мещерская речка Пра впадала в Оку.	1	Expert	0	Paducheva1996
Захоронения были обнаружены и возле полицейских участков.	1	Expert	0	Seliverstova
"Звезду ""Смугения"" стал бывшим трейни впервые назвали."	0	Machine	Hallucination	WikiMatrix
Ты долго у нее пробудешь?	1	Expert	0	Paducheva2004
Вода либо не кипела, либо перестала кипеть.	1	Expert	0	Paducheva1996
Эти школьники скоро будут писать диктант по русскому языку.	1	Expert	0	Testelets
У вас дома кто-нибудь есть?	1	Expert	0	Seliverstova
"Канадский телеканал в 2003 году выбрал из программы ""Послушайте ублюдка"", посвященную произведению Акена «Следующий эпизод»."	0	Machine	Hallucination	WikiMatrix
Он часто болеет; всегда мерзнет.	1	Expert	0	Paducheva1996
Он меня не видал, и, следственно, я не мог подозревать умысла; но это только увеличивало его вину в моих глазах.	1	Expert	0	Paducheva2004
Мы должны найти способ не быть убитым.	1	Expert	0	Lutikova
В 2004–05 сезоне десять из 12 игроков главной команды приехали из молодёжи.	0	Machine	Lexis	WikiMatrix
Трудно сказать, что именно подвело Ивана Николаевича.	1	Expert	0	Paducheva1996
Мне бросилась в глаза его бледность.	1	Expert	0	Paducheva2004
К тому времени Бразилия восстановила свои позиции в качестве ведущего производителя кофе в мире.	1	Machine	0	WikiMatrix
Мы верим в смерть, и поэтому тело умирает.	1	Machine	0	YandexCorpus
Он мог хоть что-нибудь для нее сделать.	1	Expert	0	Seliverstova
Он объясняет отсутствие жены болезнью.	1	Expert	0	Paducheva2004
На деле же то, что выступает под оболочкой «аппаратного» конфликта, есть конфликт более глубокий ― социальный, классовый, идейный.	1	Expert	0	USE7
Посылки появления product placement в кинематографе у братьев Люмьер появились уже у братьева Люмьера.	0	Machine	Hallucination	WikiMatrix
Хороший был слесарь, любые замки открывал.	1	Expert	0	Paducheva1996
Я видел желтое пятнышко.	1	Expert	0	Paducheva2004
Музыкальное произведение Шопена до сих пор популярно у любителей классической музыки.	1	Machine	0	WikiMatrix
В музыкальном театре народного фольклора «Русская песня» прошёл традиционный благотворительный концерт «Я верю» с участием звёзд российской эстрады и талантливых детей страны.	0	Expert	Lexis	USE6
Возьми меня в пустыню, я засохну по тебе в Европе!	1	Expert	0	Paducheva1996
Они сами этого не знали.	1	Machine	0	Tatoeba
Microsoft предлагает, что когда браузер поддерживает спецификацию, он должен делать это стандартизированным образом.	0	Machine	Syntax	YandexCorpus
Он объяснил отсутствие жены болезнью.	1	Expert	0	Paducheva2004
Она стояла так близко от меня, что ее волосы почти касались моего лица.	1	Expert	0	Seliverstova
Как бы то ни было, чувствовать собственную важность таким людям, находящимся у власти, очень нравится — настолько, что они не думают об окружающих.	0	Natural	Syntax	CoRST
На российском предприятии работают 600 человек.	1	Machine	0	WikiMatrix
Тиран обеспечивает сохранение промышленности, жёсткий бюрократический порядок и чистоту на улицах, сочетая планомерные карательные репрессии против инакомыслящих с социальными мерами.	0	Expert	Lexis	USE6
У магазина было много народу.	1	Expert	0	Seliverstova
В этот день профессор чувствовал себя не очень хорошо.	1	Expert	0	Seliverstova
Иван хочет, чтобы Петр пригласил его к себе.	1	Expert	0	Testelets
В нашем случае мы рассматривали модель на примере компании Southwest Airlines Company, одной из крупнейших компаний, занимающаяся авиаперелетами в США.	0	Natural	Syntax	CoRST
Напрасно вы думаете, что вы здоровы, у вас диабет.	1	Expert	0	Seliverstova
Подъездная дверь хлопнула, сзади раздался топот ног, короткие смешки и шумное дыхание от быстрой ходьбы.	1	Expert	0	Paducheva2004
Глубокого уважения заслуживает плодотворная педагогическая, общественная и просветительская деятельность известного актёра.	1	Expert	0	USE5
Российские педагоги проводят ежегодно профессиональные конкурсы, во время которых делились друг с другом накопленным опытом работы.	0	Expert	Syntax	USE8
Ауховцы впервые известны по письменным источникам.	0	Machine	Lexis|Syntax	WikiMatrix
Никогда я на Камчатке не был.	1	Expert	0	Paducheva1996
Несмотря на что Иван пришел на спектакль?	1	Expert	0	Testelets
Например, в Уганде семьи Mehta и Madhvani контролировали большую часть производства.	1	Machine	0	WikiMatrix
Не сохранили каких бы то ни было записей.	1	Expert	0	Paducheva2013
Поздравляю с днём рождения и желаю долгих лет жизни!	1	Expert	0	USE7
В этой реке масса рыбы.	1	Expert	0	Paducheva2013
Он был родом из такого глухого захолустья, в котором никогда ничего не происходило.	0	Expert	Lexis	USE6
Мне не нравятся эти обуви.	1	Machine	0	Tatoeba
Ученые создали органическое соединение из 1-го и второго родственных организмов.	0	Machine	Hallucination	WikiMatrix
Если бы Том попросил меня о помощи, я бы помогла ему.	1	Machine	0	Tatoeba
Есть неловкие смены со второго на третьего, и длинные отрывки относятся к доктору Садлеру в третьем лице.	0	Machine	Hallucination	YandexCorpus
В любом споре задача Фемиды правосудия вынести справедливое решение.	0	Natural	Syntax	CoRST
Я Ивану об этом рассказывал одному.	1	Expert	0	Testelets
Новые волнения вспыхнули вчера на улицах филиппинской столицы.	1	Expert	0	Testelets
Меня огорчает его отказ.	1	Expert	0	Paducheva1996
Около крайней избы поселка стояла баба в короткой исподнице.	1	Expert	0	Seliverstova
Паралич вертикального взора, вызван по делу об изнасиловании или опухоли.	0	Machine	Hallucination	WikiMatrix
В непосредственной близости от Villa Pincevic находятся теннисные корты и парк с богатой средиземноморской растительностью.	1	Machine	0	YandexCorpus
Лицо ― длиньше, чем надо, а тело ― короче.	0	Expert	Morphology	USE7
Что-то издали мелькает, словно волк бежит.	1	Expert	0	Paducheva2004
Случаи пива вылетели на улицу.	0	Machine	Hallucination	WikiMatrix
В 2016 году в рамках первого фестиваля книг «Строуд» она организовала Современный конкурс писателей-фантастов «Строуд».	1	Machine	0	WikiMatrix
К этому моменту он давно уже будет вне досягаемости.	1	Expert	0	Paducheva2004
Парнас существует, но не как обиталище Аполлона и муз.	1	Expert	0	Paducheva2004
Высокий и худой мужчина, неопределенный возраст.	0	Machine	Syntax	WikiMatrix
Как мне сохранить тебя, лучшая из учениц, чтобы ещё через несколько лет ты, быть может, в самом деле набралась сил сломать мою клетку?	1	Expert	0	Testelets
Он этого определенно не сказал.	1	Expert	0	Paducheva2013
Американские девушки бросили курить.	1	Expert	0	Paducheva2013
Всё, что он говорил и слушал до сих пор, не вызывало у него ровно никаких образов.	1	Expert	0	Rusgram
Елка не касается потолка.	1	Expert	0	Paducheva1996
Сэр Чарльз считает, что Баббингтона отравили.	1	Machine	0	WikiMatrix
Уберите этого в кепке.	1	Expert	0	Seliverstova
Такой дискомфорт может привести к тяжёлым последствиям, вплоть до депрессии.	1	Machine	0	WikiMatrix
Ученые рассказали, почему земляне в теплое время года переходят на большие глубокое местообитание.	1	Machine	0	WikiMatrix
Давление в котле падало.	1	Expert	0	Paducheva1996
В душе наступает покой, когда кто-то рядом с тобой.	1	Expert	0	Seliverstova
Этой ночью я поняла, что люблю доктора Чагина.	1	Expert	0	Rusgram
В шестидесятые годы двадцатого века многочисленные комсомольские строительные отряды отправились на стройки Сибири и Дальнего Востока.	0	Expert	Lexis	USE6
Что будет, например, если, человек захочет купить шоколадные конфеты, а на прилавках только есть сосательные и одного вида?	0	Natural	Syntax	CoRST
Мальчик ударил брата и убежал.	1	Expert	0	Testelets
Дело приняло неожиданный оборот.	1	Expert	0	Seliverstova
Белые здания внезапно выступили из темноты.	1	Expert	0	Paducheva2004
Он подтвердил в письме свое согласие.	1	Expert	0	Paducheva2004
Все автоматы, оформляющие абонементы для пассажиров электричек, отмечены специальными плакатами.	1	Expert	0	USE5
Гора у вершины заросла соснами.	0	Expert	Semantics	Seliverstova
Я не сомневаюсь, что он, несомненно, уехал.	0	Expert	Semantics	Paducheva1996
В Веймарской республике и военно-морском флоте Третьего рейха ранг сохранялся.	1	Machine	0	WikiMatrix
Завод спускает отходы в реку, повышая содержание в воде соединений хлора.	1	Expert	0	Paducheva2004
Кирпичный завод был построен у деревни «Малые Вяземы».	1	Expert	0	Seliverstova
Всего дороже собственная персона.	0	Natural	Syntax	Tseitlin
Родители заранее предчувствовали, что из затеи сына ничего хорошего не выйдет.	0	Expert	Lexis	USE6
Брат позвонил, когда добравшись до дома.	0	Expert	Syntax	Rusgram
У меня не было денег, а у тебя были.	1	Expert	0	Testelets
Я подумала, что вам не будет хватать меня.	0	Expert	Syntax	Rusgram
Что он болен, никто не знал.	1	Expert	0	Testelets
К этому времени он давно уже будет где-нибудь за границей.	1	Expert	0	Paducheva2004
Наконец-то мне дали шофера.	1	Expert	0	Seliverstova
Убедившись, что не можем более питаться орехами, причинявшими нам нестерпимые страдания, мы решились во что бы то ни стало спуститься вниз с южного склона.	0	Expert	Lexis	USE6
"Перед боем в финале чемпионата России по футболу будет проведен технический запуск всех параметров игры ""джокера""."	0	Machine	Hallucination	WikiMatrix
Я от тебя заберу эту собаку.	0	Natural	Syntax	Tseitlin
Я не знаю, приехала она или нет.	1	Expert	0	Paducheva2004
Я с трудом был целый день дома.	0	Expert	Semantics	Seliverstova
На севере Тринидада находится более промышленный (и бедный) район Ivy City.	0	Machine	Hallucination	WikiMatrix
Он дал свое согласие.	1	Expert	0	Seliverstova
Она стояла так поблизости, что я ощущала запах ее духов.	0	Expert	Semantics	Seliverstova
Что ж, тетка, даром жгёшь солому, варева не ставишь?	0	Expert	Morphology	USE7
Раньше женщины старели к сорока годам.	1	Expert	0	Paducheva1996
Иногда поищешь, поищешь и бросишь: ладно, в другой раз.	1	Expert	0	Rusgram
Иван купил игрушки не на рынке.	1	Expert	0	Paducheva2013
Он работает в саду.	1	Expert	0	Testelets
Дом на проспекте Сахарова стал частью нового района Южный Портленд, построенного после сноса пятиэтажек.	1	Machine	0	WikiMatrix
Дизайнеры смогут выбирать дизайн окон, дверей и стен.	1	Machine	0	WikiMatrix
Она анализирует данные, полученные ей в ходе исследования, охватывает вопросы как совмещения университета с подработкой, так и влияния последнего на успеваемость.	0	Natural	Morphology	CoRST
Всю следующую неделю я буду сидеть дома.	1	Expert	0	Paducheva1996
Все находившиеся в лаборатории сотрудники были удивлены и напуганы, когда появился и стал нарастать непонятный шум.	1	Expert	0	USE5
Наместник должен был стабилизировать ситуацию в Трансальпийской Галлии, но некоторые подробности этого неизвестно.	1	Machine	0	WikiMatrix
Достижение наиболее оптимальной температуры в холодильнике необходимо по разным причинам.	0	Expert	Lexis	USE6
Он хочет посоветоваться с каким-нибудь крупным специалистом в этой области.	1	Expert	0	Seliverstova
Ей подумалось, что так её отражение выглядит более красивее обычного – лицо стало круглее, не такое худое и хмурое.	0	Expert	Morphology	USE7
Она принимала активное участие в создании севрского фарфора.	1	Machine	0	WikiMatrix
Бигашский сельский округ войдет в состав Сельского поселка.	1	Machine	0	WikiMatrix
Сотрудник отказался от помощи.	1	Expert	0	Rusgram
Он покупает какие-то журналы.	1	Expert	0	Paducheva1996
Все ждут, пока что ни один человек не ушел.	1	Expert	0	Paducheva2004
Пока же нет даже приличного ответа на вопрос: почему так возбудилась прокуратура?	1	Expert	0	Paducheva2013
Для этого вы должны установить параметры иона события в соответствии с событием/аттрибутом.	0	Machine	Hallucination	YandexCorpus
Ты с кем-нибудь не должна там общаться.	0	Expert	Semantics	Seliverstova
Они попели песни около костров.	1	Expert	0	Seliverstova
Думаю, Том не понял вопроса.	1	Machine	0	Tatoeba
А под интеллигентностью разумеют не честность и порядочность, а умение есть ножом и вилкой.	1	Expert	0	Testelets
Он сделал его своим заместителем.	1	Expert	0	Seliverstova
Перед Иваном Грозным, взяв в 1552 году столицу Казанского ханства, встала задача расположить к себе новых подданных.	0	Expert	Syntax	USE8
Инициативная группа собрала подписи граждан под обращением в защиту природы.	1	Expert	0	USE5
Том должен был знать лучше, чем поцеловать Марию в публике.	0	Machine	Lexis|Syntax	Tatoeba
Где новая большая мечеть в Гудауте, которую он взял на себя обязательство построить?	1	Expert	0	Lutikova
Она вынула из сундука маленький коврик и постелила его перед диваном.	1	Expert	0	Seliverstova
Он не знает дороги к партизанам,— ответила мать.	1	Expert	0	Paducheva2013
В 1970 году Джаго присоединился к «Куинс Парк Рейнджерс» в качестве тренера и стал тренером в январе 1971 года.	0	Machine	Hallucination	WikiMatrix
Да его никто и не слушал, потому что Старшов смотрел на Олексина-старшего, а тот мучительно преодолел неимоверно разросшуюся застенчивость.	0	Expert	Semantics	Paducheva2004
Я беру карту и заворачиваю ее в платок.	1	Expert	0	Paducheva1996
В жизни случаются разочарования, и неприятности были – их нужно научиться преодолевать.	0	Expert	Syntax	USE8
Молва приписывает смерть его действию яда.	1	Expert	0	Paducheva1996
Он побледнел еще больше.	1	Expert	0	Paducheva2004
"Первую половину следующего сезона пропустил из-за гепатита, после какой выхода вернулся в ""Динамо""."	0	Machine	Hallucination	WikiMatrix
Это очень тяжелая щетка для полировки пола.	1	Machine	0	YandexCorpus
Это не то что ты имеешь ввиду.	1	Machine	0	WikiMatrix
Но тестирование имеет и свои недостатки: достаточно сложно и дорого создать качественный и хорошо проработанный тест, с определенным уровнем сложности и требуемых знаний от сдающего.	0	Natural	Syntax	CoRST
Из-за туч появилась луна.	1	Expert	0	Paducheva2004
К цепи заснеженных гор, примыкающей плотно друг к дружке, подкралось чёрное облако.	0	Expert	Syntax	USE8
Неизвестный разговаривал со мной на перегруженном автобусе.	0	Machine	Semantics	Tatoeba
Ее не осудят за это.	1	Expert	0	Testelets
Существующая международная система допускает существование нескольких идентичных марок под различными классами товаров и услуг.	1	Machine	0	YandexCorpus
Индеец ехал на коне с голубыми перьями.	0	Natural	Syntax	Tseitlin
В этом районе строятся новые дома.	1	Expert	0	Seliverstova
Автор ставит своей целью разъяснить студентам положительные и отрицательные стороны трудоустройства, провести анализ современных тенденций и обозначить их трудности в рамках подготовки специалистов.	0	Natural	Syntax	CoRST
Команде Джека и Ашмиты удалось сбежать из подземной ледяной пещеры через отверстие.	1	Machine	0	WikiMatrix
Маша и Лена после моих уговоров помирились.	1	Expert	0	Testelets
Весь класс перезаразился гриппом.	1	Expert	0	Testelets
А под интеллигентностью разумеют не честность и порядочность, а умение есть ножом вилкой.	0	Expert	Syntax	Testelets
Заканчиваем перерыв, приступаем за работу!	0	Expert	Syntax	USE8
Ивана я очень давно не видел.	1	Expert	0	Testelets
Слова, которые произносил Гинц, давно навязли у них в ушах.	1	Expert	0	Paducheva2004
Я позвоню тебе сегодня или завтра.	1	Expert	0	Rusgram
Могу привести конкретный пример: на одной из радиопередач шло обсуждение на вполне обычную повседневную тему.	0	Natural	Syntax	CoRST
Неужели процесс участия и сотрудничество более пятидесяти экспертов и практикующих в Армении оказывали какое-либо влияние?	0	Machine	Syntax	YandexCorpus
Эти грибы, дождь чуть-чуть пройдет, снова из земли полезут.	1	Expert	0	Testelets
Она не несет за это ответственности.	1	Expert	0	Paducheva2013
В Одессе построят базу по ремонту и обслуживанию.	1	Machine	0	WikiMatrix
Не видно, чтобы он куда-либо ходил.	1	Expert	0	Paducheva2013
В Риме умер один из величайших художников нашего века, мой соотечественник Орест Кипренский.	1	Expert	0	Testelets
Я работаю на заводе.	1	Expert	0	Seliverstova
"Туристы прорвались через брешь с криками ""Помни Канпур""."	1	Machine	0	WikiMatrix
Недавно демобилизованный из армии вологжанин Иван Иванов рассказал корреспонденту о своих армейских буднях.	0	Expert	Lexis	USE6
Половина детей были больными.	1	Expert	0	Testelets
Отчего у тебя конь захромал?	1	Expert	0	Paducheva1996
Позже, во время драки между Рэпторами и Снайпом, все случайно были заперты в одной камере, кроме Льюги.	1	Machine	0	WikiMatrix
Эти две женщины остановили меня от одного из самых необдуманных шагов, который я мог бы совершить.	1	Expert	0	Testelets
Хочу любить вас вечно, хочу спасти вас от самого себя.	1	Expert	0	Testelets
Нация может процветать только за счет других наций; отдельный гражданин может преуспеть только в том случае, если его нация процветает.	1	Machine	0	YandexCorpus
Я воспользовался перочинным ножом, чтобы разрезать колбасу.	1	Expert	0	Seliverstova
Как только мы берем в руки первые учебники, то нам предлагают рассмотреть стандартные примеры с решениями, опираясь на которые, нужно выполнить ряд типовых упражнений.	0	Natural	Syntax	CoRST
Я дочитал вашу рукопись до середины.	1	Expert	0	Paducheva2013
Гордыня и тщеславие — вот что сгубило великий талант молодого писателя.	1	Expert	0	USE5
Только графиня Елена Васильевна, сочтя для себя унизительным общество каких-то Бергов, могла иметь жестокость отказаться от такого приглашения.	1	Expert	0	Seliverstova
Если ваш сайт уже связан с веб-имуществом Google, это может быть по нескольким причинам.	0	Machine	Syntax	YandexCorpus
А. С. Пушкин был первым среди тех, кто не только признавал, а также поощрял литературное дарование Н. В. Гоголя.	0	Expert	Syntax	USE8
В этой реке много рыб.	1	Machine	0	Tatoeba
Украинское духовенство играло очень влиятельную роль в русском православии в 17 и 18 веках.	1	Machine	0	WikiMatrix
Этот костюм не был в химчистке.	1	Expert	0	Paducheva2013
Проехав два километра в машине, его уже тошнит.	0	Expert	Syntax	Rusgram
Пришедший откинул капюшон, обнаружив совершенно мокрую, с прилипшими ко лбу волосами, голову.	1	Expert	0	Paducheva2004
Поместите его обратно туда, где он был.	0	Machine	Semantics	Tatoeba
Маятник отклонился примерно на шестьдесят градусов.	1	Expert	0	USE5
Имея в виду эти и связанные с ними цели, мы строим новый инновационный центр в Сколково недалеко от Москвы.	0	Machine	Semantics	YandexCorpus
Коряга высунулась из воды.	1	Expert	0	Paducheva2004
Она смотрела вдаль усталыми глазами.	1	Expert	0	Paducheva2004
Основная модель взаимодействия клиент-сервера составила модели.	0	Machine	Hallucination	WikiMatrix
Он вырос из ребенка в юношу.	1	Expert	0	Testelets
Он принял на себя управление имением.	1	Expert	0	Seliverstova
Сила эта — ветер и волны, которые захлестывают узкое пространство берега возле гор.	1	Expert	0	Seliverstova
Только ты можешь дать мне ненависть.	0	Expert	Semantics	Seliverstova
Я, как только заметил пропажу, выпил и схватился за голову.	1	Expert	0	Paducheva2004
